DATE,DGS3MO,DGS1,DGS5,DGS10,DAAA,DBAA,DCOILWTICO
2014-09-30,0.02,0.13,1.78,2.52,4.05,4.81,91.17
2014-10-01,0.02,0.1,1.69,2.42,3.95,4.73,90.74
2014-10-02,0.01,0.1,1.7,2.44,3.99,4.76,91.02
2014-10-03,0.01,0.11,1.73,2.45,3.98,4.74,89.76
2014-10-06,0.02,0.11,1.7,2.43,3.98,4.73,90.33
2014-10-07,0.02,0.1,1.64,2.36,3.91,4.66,88.89
2014-10-08,0.01,0.1,1.57,2.35,3.92,4.67,87.29
2014-10-09,0.01,0.1,1.58,2.34,3.92,4.68,85.76
2014-10-10,0.01,0.1,1.55,2.31,3.89,4.67,85.87
2014-10-13,,,,,,,85.73
2014-10-14,0.02,0.09,1.45,2.21,3.81,4.6,81.72
2014-10-15,0.02,0.1,1.37,2.15,3.78,4.59,81.82
2014-10-16,0.03,0.1,1.39,2.17,3.84,4.64,82.33
2014-10-17,0.02,0.11,1.44,2.22,3.87,4.66,82.8
2014-10-20,0.02,0.1,1.41,2.2,3.89,4.65,82.76
2014-10-21,0.02,0.1,1.44,2.23,3.92,4.66,83.25
2014-10-22,0.02,0.11,1.46,2.25,3.93,4.67,80.52
2014-10-23,0.01,0.11,1.52,2.29,3.96,4.71,82.81
2014-10-24,0.01,0.11,1.52,2.29,3.97,4.72,81.27
2014-10-27,0.02,0.11,1.51,2.27,3.95,4.71,81.26
2014-10-28,0.02,0.11,1.53,2.3,3.96,4.73,81.36
2014-10-29,0.03,0.11,1.61,2.34,3.93,4.7,82.25
2014-10-30,0.01,0.11,1.58,2.32,3.88,4.71,81.06
2014-10-31,0.01,0.11,1.62,2.35,3.9,4.74,80.53
2014-11-03,0.02,0.12,1.63,2.36,3.9,4.75,78.77
2014-11-04,0.03,0.11,1.63,2.35,3.89,4.74,77.15
2014-11-05,0.03,0.11,1.63,2.36,3.9,4.75,78.71
2014-11-06,0.03,0.12,1.67,2.39,3.93,4.79,77.87
2014-11-07,0.03,0.12,1.6,2.32,3.88,4.75,78.71
2014-11-10,0.02,0.13,1.65,2.38,3.92,4.79,77.43
2014-11-11,,,,,,,77.85
2014-11-12,0.02,0.14,1.65,2.37,3.95,4.8,77.16
2014-11-13,0.02,0.15,1.64,2.35,3.97,4.82,74.13
2014-11-14,0.02,0.15,1.62,2.32,3.94,4.8,75.91
2014-11-17,0.03,0.15,1.64,2.34,3.95,4.83,75.64
2014-11-18,0.02,0.14,1.63,2.32,3.96,4.84,74.55
2014-11-19,0.01,0.15,1.66,2.36,3.98,4.87,74.55
2014-11-20,0.02,0.14,1.64,2.34,3.97,4.86,75.63
2014-11-21,0.01,0.14,1.63,2.31,3.94,4.8,76.52
2014-11-24,0.02,0.14,1.62,2.3,3.94,4.8,75.74
2014-11-25,0.02,0.14,1.58,2.27,3.88,4.73,74.04
2014-11-26,0.02,0.14,1.56,2.24,3.86,4.71,73.7
2014-11-27,,,,,,,
2014-11-28,0.02,0.13,1.49,2.18,3.83,4.7,65.94
2014-12-01,0.03,0.13,1.52,2.22,3.86,4.76,68.98
2014-12-02,0.03,0.14,1.59,2.28,3.93,4.82,66.99
2014-12-03,0.01,0.15,1.61,2.29,3.92,4.81,67.3
2014-12-04,0.02,0.14,1.59,2.25,3.89,4.78,66.73
2014-12-05,0.02,0.18,1.69,2.31,3.9,4.79,65.89
2014-12-08,0.03,0.18,1.67,2.26,3.82,4.74,63.13
2014-12-09,0.04,0.23,1.63,2.22,3.79,4.73,63.74
2014-12-10,0.03,0.21,1.58,2.18,3.75,4.71,60.99
2014-12-11,0.03,0.21,1.62,2.19,3.74,4.72,60.01
2014-12-12,0.02,0.19,1.53,2.1,3.67,4.68,57.81
2014-12-15,0.04,0.22,1.58,2.12,3.7,4.68,55.96
2014-12-16,0.03,0.21,1.53,2.07,3.7,4.67,55.97
2014-12-17,0.03,0.23,1.61,2.14,3.75,4.74,56.43
2014-12-18,0.04,0.25,1.68,2.22,3.8,4.78,54.18
2014-12-19,0.04,0.26,1.66,2.17,3.77,4.73,56.91
2014-12-22,0.05,0.28,1.67,2.17,3.73,4.7,55.25
2014-12-23,0.03,0.26,1.76,2.26,3.83,4.79,56.78
2014-12-24,0.01,0.26,1.76,2.27,3.81,4.77,55.7
2014-12-25,,,,,,,
2014-12-26,0.01,0.26,1.75,2.25,3.79,4.75,54.59
2014-12-29,0.03,0.25,1.72,2.22,3.75,4.71,53.46
2014-12-30,0.03,0.23,1.68,2.2,3.73,4.69,54.14
2014-12-31,0.04,0.25,1.65,2.17,3.72,4.68,53.45
2015-01-01,,,,,,,
2015-01-02,0.02,0.25,1.61,2.12,3.67,4.63,52.72
2015-01-05,0.03,0.26,1.57,2.04,3.59,4.56,50.05
2015-01-06,0.03,0.25,1.5,1.97,3.5,4.49,47.98
2015-01-07,0.03,0.25,1.47,1.96,3.51,4.49,48.69
2015-01-08,0.03,0.23,1.5,2.03,3.57,4.57,48.8
2015-01-09,0.02,0.22,1.45,1.98,3.53,4.53,48.35
2015-01-12,0.03,0.19,1.39,1.92,3.47,4.47,46.06
2015-01-13,0.03,0.2,1.37,1.91,3.49,4.46,45.92
2015-01-14,0.04,0.18,1.33,1.86,3.46,4.44,48.49
2015-01-15,0.03,0.16,1.22,1.77,3.44,4.42,46.37
2015-01-16,0.03,0.17,1.29,1.83,3.46,4.45,48.49
2015-01-19,,,,,,,
2015-01-20,0.03,0.17,1.31,1.82,3.42,4.43,46.79
2015-01-21,0.03,0.17,1.35,1.87,3.46,4.46,47.85
2015-01-22,0.03,0.17,1.39,1.9,3.51,4.49,45.93
2015-01-23,0.02,0.17,1.33,1.81,3.39,4.41,45.26
2015-01-26,0.03,0.18,1.36,1.83,3.41,4.41,44.8
2015-01-27,0.02,0.17,1.34,1.83,3.42,4.42,45.84
2015-01-28,0.02,0.17,1.25,1.73,3.33,4.32,44.08
2015-01-29,0.03,0.17,1.28,1.77,3.35,4.35,44.12
2015-01-30,0.02,0.18,1.18,1.68,3.29,4.29,47.79
2015-02-02,0.02,0.17,1.19,1.68,3.29,4.29,49.25
2015-02-03,0.02,0.21,1.28,1.79,3.42,4.4,53.04
2015-02-04,0.01,0.2,1.29,1.81,3.43,4.41,48.45
2015-02-05,0.02,0.2,1.3,1.83,3.46,4.43,50.48
2015-02-06,0.02,0.26,1.48,1.95,3.52,4.5,51.66
2015-02-09,0.01,0.24,1.49,1.96,3.52,4.49,52.99
2015-02-10,0.01,0.25,1.52,2.01,3.64,4.54,50.06
2015-02-11,0.01,0.24,1.53,2.0,3.63,4.53,48.8
2015-02-12,0.02,0.23,1.5,1.99,3.64,4.53,51.17
2015-02-13,0.01,0.23,1.53,2.02,3.67,4.57,52.66
2015-02-16,,,,,,,
2015-02-17,0.02,0.25,1.62,2.14,3.78,4.67,53.56
2015-02-18,0.02,0.23,1.52,2.07,3.73,4.6,52.13
2015-02-19,0.02,0.23,1.58,2.11,3.77,4.64,51.12
2015-02-20,0.02,0.23,1.61,2.13,3.78,4.63,49.95
2015-02-23,0.02,0.22,1.56,2.06,3.7,4.54,49.56
2015-02-24,0.02,0.22,1.47,1.99,3.65,4.48,48.48
2015-02-25,0.02,0.21,1.47,1.96,3.61,4.45,50.25
2015-02-26,0.03,0.22,1.54,2.03,3.64,4.47,47.65
2015-02-27,0.02,0.22,1.5,2.0,3.64,4.46,49.84
2015-03-02,0.02,0.22,1.57,2.08,3.7,4.56,49.59
2015-03-03,0.02,0.26,1.61,2.12,3.73,4.58,50.43
2015-03-04,0.01,0.26,1.6,2.12,3.73,4.58,51.53
2015-03-05,0.02,0.25,1.57,2.11,3.71,4.58,50.76
2015-03-06,0.01,0.27,1.7,2.24,3.81,4.69,49.61
2015-03-09,0.02,0.27,1.66,2.2,3.78,4.66,49.95
2015-03-10,0.02,0.25,1.62,2.14,3.7,4.59,48.42
2015-03-11,0.03,0.25,1.6,2.11,3.67,4.56,48.06
2015-03-12,0.03,0.24,1.59,2.1,3.67,4.56,47.12
2015-03-13,0.03,0.24,1.6,2.13,3.7,4.6,44.88
2015-03-16,0.05,0.26,1.57,2.1,3.7,4.58,43.93
2015-03-17,0.05,0.27,1.56,2.06,3.67,4.55,43.39
2015-03-18,0.03,0.23,1.41,1.93,3.6,4.48,44.63
2015-03-19,0.03,0.26,1.48,1.98,3.58,4.48,44.02
2015-03-20,0.01,0.24,1.42,1.93,3.55,4.44,46.0
2015-03-23,0.03,0.24,1.41,1.92,3.54,4.46,47.4
2015-03-24,0.02,0.24,1.37,1.88,3.5,4.41,47.03
2015-03-25,0.04,0.25,1.41,1.93,3.52,4.46,48.75
2015-03-26,0.03,0.28,1.47,2.01,3.61,4.56,51.41
2015-03-27,0.04,0.27,1.42,1.95,3.53,4.48,48.83
2015-03-30,0.04,0.27,1.41,1.96,3.55,4.51,48.66
2015-03-31,0.03,0.26,1.37,1.94,3.52,4.49,47.72
2015-04-01,0.03,0.27,1.32,1.87,3.45,4.42,50.12
2015-04-02,0.02,0.25,1.35,1.92,3.49,4.47,49.13
2015-04-03,0.02,0.21,1.26,1.85,3.43,4.43,
2015-04-06,0.03,0.21,1.31,1.92,3.51,4.5,52.08
2015-04-07,0.02,0.22,1.32,1.89,3.47,4.45,53.95
2015-04-08,0.03,0.22,1.35,1.92,3.45,4.43,50.44
2015-04-09,0.03,0.22,1.4,1.97,3.53,4.5,50.79
2015-04-10,0.02,0.24,1.41,1.96,3.53,4.49,51.63
2015-04-13,0.03,0.23,1.38,1.94,3.52,4.48,51.95
2015-04-14,0.02,0.23,1.34,1.9,3.47,4.44,53.3
2015-04-15,0.02,0.23,1.33,1.91,3.48,4.45,56.25
2015-04-16,0.02,0.22,1.31,1.9,3.47,4.45,56.69
2015-04-17,0.01,0.23,1.31,1.87,3.43,4.4,55.71
2015-04-20,0.03,0.24,1.33,1.9,3.5,4.45,56.37
2015-04-21,0.03,0.23,1.35,1.92,3.51,4.46,55.58
2015-04-22,0.03,0.23,1.41,1.99,3.58,4.52,56.17
2015-04-23,0.03,0.24,1.37,1.96,3.56,4.5,56.59
2015-04-24,0.03,0.24,1.34,1.93,3.55,4.49,55.98
2015-04-27,0.02,0.25,1.36,1.94,3.54,4.48,55.56
2015-04-28,0.02,0.24,1.39,2.0,3.6,4.55,57.05
2015-04-29,0.01,0.25,1.43,2.06,3.69,4.64,58.55
2015-04-30,0.01,0.24,1.43,2.05,3.74,4.65,59.62
2015-05-01,0.01,0.25,1.5,2.12,3.82,4.73,59.1
2015-05-04,0.02,0.25,1.51,2.16,3.86,4.77,58.92
2015-05-05,0.01,0.24,1.54,2.19,3.9,4.81,60.38
2015-05-06,0.02,0.25,1.58,2.25,3.98,4.89,60.93
2015-05-07,0.01,0.24,1.55,2.18,3.92,4.82,58.99
2015-05-08,0.01,0.23,1.5,2.16,3.91,4.81,59.41
2015-05-11,0.02,0.25,1.59,2.28,4.03,4.94,59.23
2015-05-12,0.03,0.25,1.58,2.28,4.01,4.93,60.72
2015-05-13,0.02,0.24,1.57,2.27,4.05,4.98,60.5
2015-05-14,0.01,0.23,1.51,2.23,4.04,4.97,59.89
2015-05-15,0.02,0.23,1.46,2.14,3.95,4.86,59.73
2015-05-18,0.02,0.22,1.54,2.23,4.05,4.96,59.44
2015-05-19,0.02,0.23,1.6,2.27,4.07,4.98,57.3
2015-05-20,0.02,0.23,1.57,2.26,4.09,4.99,58.96
2015-05-21,0.02,0.22,1.53,2.19,4.06,4.94,60.18
2015-05-22,0.02,0.23,1.57,2.21,4.07,4.95,58.88
2015-05-25,,,,,,,
2015-05-26,0.02,0.24,1.54,2.14,3.98,4.87,57.29
2015-05-27,0.01,0.27,1.53,2.14,3.94,4.85,57.51
2015-05-28,0.01,0.26,1.51,2.13,3.95,4.88,57.69
2015-05-29,0.01,0.26,1.49,2.12,3.94,4.84,60.25
2015-06-01,0.02,0.26,1.55,2.19,4.05,4.94,60.24
2015-06-02,0.01,0.26,1.61,2.27,4.11,5.02,61.3
2015-06-03,0.02,0.26,1.69,2.38,4.19,5.1,59.67
2015-06-04,0.02,0.27,1.65,2.31,4.12,5.03,58.0
2015-06-05,0.03,0.29,1.75,2.41,4.19,5.1,59.11
2015-06-08,0.02,0.27,1.72,2.39,4.19,5.09,58.15
2015-06-09,0.02,0.27,1.74,2.42,4.23,5.15,60.15
2015-06-10,0.02,0.28,1.8,2.5,4.26,5.2,61.36
2015-06-11,0.01,0.28,1.74,2.39,4.17,5.1,60.74
2015-06-12,0.02,0.28,1.75,2.39,4.16,5.09,59.96
2015-06-15,0.02,0.28,1.71,2.36,4.19,5.09,59.53
2015-06-16,0.01,0.28,1.68,2.32,4.15,5.06,60.01
2015-06-17,0.01,0.27,1.63,2.32,4.15,5.08,59.89
2015-06-18,0.01,0.26,1.65,2.35,4.22,5.17,60.41
2015-06-19,0.01,0.25,1.59,2.26,4.14,5.08,59.62
2015-06-22,0.01,0.27,1.68,2.37,4.24,5.18,60.01
2015-06-23,0.01,0.3,1.71,2.42,4.28,5.24,61.05
2015-06-24,0.01,0.3,1.69,2.38,4.22,5.19,60.01
2015-06-25,0.01,0.29,1.7,2.4,4.23,5.2,59.59
2015-06-26,0.01,0.29,1.75,2.49,4.33,5.3,59.41
2015-06-29,0.02,0.27,1.62,2.33,4.19,5.17,58.34
2015-06-30,0.01,0.28,1.63,2.35,4.19,5.18,59.48
2015-07-01,0.01,0.28,1.7,2.43,4.26,5.26,56.94
2015-07-02,0.01,0.26,1.64,2.4,4.26,5.26,56.93
2015-07-03,,,,,,,
2015-07-06,0.02,0.26,1.56,2.3,4.14,5.14,52.48
2015-07-07,0.02,0.25,1.55,2.27,4.09,5.11,52.33
2015-07-08,0.02,0.24,1.5,2.22,4.07,5.09,51.61
2015-07-09,0.03,0.25,1.58,2.32,4.18,5.2,52.76
2015-07-10,0.01,0.28,1.68,2.42,4.29,5.32,52.74
2015-07-13,0.02,0.28,1.71,2.44,4.27,5.32,52.19
2015-07-14,0.01,0.27,1.67,2.41,4.26,5.32,53.05
2015-07-15,0.02,0.28,1.63,2.36,4.2,5.27,51.4
2015-07-16,0.02,0.29,1.66,2.36,4.19,5.24,50.9
2015-07-17,0.03,0.29,1.67,2.34,4.16,5.21,50.88
2015-07-20,0.04,0.31,1.72,2.38,4.18,5.24,50.11
2015-07-21,0.03,0.34,1.69,2.35,4.18,5.22,50.59
2015-07-22,0.04,0.34,1.69,2.33,4.13,5.18,49.27
2015-07-23,0.03,0.33,1.65,2.28,4.08,5.13,48.11
2015-07-24,0.04,0.32,1.64,2.27,4.07,5.14,47.98
2015-07-27,0.05,0.32,1.58,2.23,4.04,5.13,47.17
2015-07-28,0.05,0.32,1.61,2.26,4.06,5.17,47.97
2015-07-29,0.06,0.33,1.62,2.29,4.09,5.19,48.77
2015-07-30,0.07,0.36,1.62,2.28,4.05,5.16,48.53
2015-07-31,0.08,0.33,1.54,2.2,4.07,5.14,47.11
2015-08-03,0.08,0.33,1.52,2.16,3.99,5.08,45.25
2015-08-04,0.08,0.37,1.6,2.23,4.02,5.11,45.75
2015-08-05,0.08,0.38,1.65,2.28,4.08,5.18,45.13
2015-08-06,0.04,0.35,1.62,2.23,4.06,5.15,44.69
2015-08-07,0.06,0.38,1.59,2.18,3.96,5.09,43.87
2015-08-10,0.12,0.4,1.62,2.24,4.06,5.17,44.94
2015-08-11,0.1,0.37,1.53,2.15,3.96,5.09,43.11
2015-08-12,0.1,0.37,1.52,2.14,4.0,5.11,43.22
2015-08-13,0.1,0.4,1.58,2.19,4.04,5.17,42.27
2015-08-14,0.09,0.41,1.61,2.2,4.03,5.17,42.45
2015-08-17,0.1,0.4,1.58,2.16,3.99,5.13,41.93
2015-08-18,0.07,0.42,1.6,2.2,4.04,5.21,42.58
2015-08-19,0.05,0.39,1.5,2.12,4.0,5.18,40.75
2015-08-20,0.02,0.39,1.5,2.09,3.97,5.13,41.0
2015-08-21,0.03,0.36,1.44,2.05,3.95,5.15,40.45
2015-08-24,0.06,0.33,1.39,2.01,3.94,5.15,38.22
2015-08-25,0.07,0.36,1.48,2.12,4.08,5.29,39.15
2015-08-26,0.06,0.35,1.49,2.18,4.17,5.38,38.5
2015-08-27,0.06,0.36,1.49,2.18,4.14,5.33,42.47
2015-08-28,0.06,0.38,1.52,2.19,4.12,5.32,45.29
2015-08-31,0.08,0.39,1.54,2.21,4.15,5.36,49.2
2015-09-01,0.03,0.39,1.49,2.17,4.15,5.35,45.38
2015-09-02,0.03,0.37,1.52,2.2,4.16,5.37,46.3
2015-09-03,0.02,0.36,1.49,2.18,4.13,5.35,46.75
2015-09-04,0.02,0.36,1.47,2.13,4.03,5.28,46.02
2015-09-07,,,,,,,
2015-09-08,0.06,0.39,1.53,2.2,4.11,5.36,45.92
2015-09-09,0.03,0.39,1.53,2.21,4.09,5.31,44.13
2015-09-10,0.02,0.39,1.55,2.23,4.13,5.35,45.85
2015-09-11,0.04,0.4,1.52,2.2,4.04,5.31,44.75
2015-09-14,0.07,0.4,1.51,2.18,4.04,5.31,44.07
2015-09-15,0.07,0.47,1.61,2.28,4.18,5.44,44.58
2015-09-16,0.06,0.46,1.62,2.3,4.18,5.45,47.12
2015-09-17,0.01,0.39,1.5,2.21,4.09,5.39,46.93
2015-09-18,0.0,0.35,1.45,2.13,3.99,5.28,44.71
2015-09-21,0.01,0.36,1.51,2.2,4.11,5.39,46.67
2015-09-22,0.0,0.35,1.44,2.14,4.01,5.29,46.17
2015-09-23,0.01,0.34,1.47,2.16,4.0,5.31,44.53
2015-09-24,0.01,0.32,1.44,2.13,3.99,5.29,44.94
2015-09-25,0.0,0.35,1.48,2.17,4.05,5.36,45.55
2015-09-28,0.01,0.34,1.42,2.1,3.99,5.31,44.4
2015-09-29,0.01,0.33,1.37,2.05,3.97,5.31,45.24
2015-09-30,0.0,0.33,1.37,2.06,4.0,5.35,45.06
2015-10-01,0.0,0.31,1.37,2.05,3.98,5.36,44.75
2015-10-02,0.0,0.25,1.29,1.99,3.95,5.33,45.54
2015-10-05,0.01,0.26,1.35,2.07,4.04,5.4,46.28
2015-10-06,0.0,0.26,1.34,2.05,4.0,5.37,48.53
2015-10-07,0.0,0.27,1.37,2.08,3.98,5.35,47.86
2015-10-08,0.0,0.27,1.4,2.12,4.04,5.4,49.46
2015-10-09,0.01,0.28,1.41,2.12,3.99,5.38,49.67
2015-10-12,,,,,,,47.09
2015-10-13,0.01,0.27,1.36,2.06,3.93,5.34,46.7
2015-10-14,0.0,0.21,1.29,1.99,3.9,5.3,46.63
2015-10-15,0.01,0.22,1.34,2.04,3.93,5.33,46.38
2015-10-16,0.01,0.23,1.36,2.04,3.92,5.32,47.3
2015-10-19,0.02,0.23,1.35,2.04,3.94,5.34,45.91
2015-10-20,0.02,0.23,1.4,2.08,3.95,5.37,45.84
2015-10-21,0.01,0.23,1.37,2.04,3.9,5.32,45.22
2015-10-22,0.0,0.23,1.36,2.04,3.89,5.3,44.9
2015-10-23,0.01,0.24,1.43,2.09,3.93,5.32,43.91
2015-10-26,0.02,0.25,1.41,2.07,3.9,5.29,43.19
2015-10-27,0.03,0.29,1.38,2.05,3.89,5.3,43.21
2015-10-28,0.04,0.33,1.47,2.1,3.91,5.3,45.93
2015-10-29,0.07,0.33,1.53,2.19,4.04,5.4,46.02
2015-10-30,0.08,0.34,1.52,2.16,3.98,5.35,46.6
2015-11-02,0.08,0.37,1.57,2.2,4.01,5.38,46.12
2015-11-03,0.06,0.39,1.59,2.23,4.06,5.42,47.88
2015-11-04,0.05,0.4,1.64,2.25,4.05,5.41,46.32
2015-11-05,0.05,0.42,1.65,2.26,4.05,5.44,45.27
2015-11-06,0.08,0.47,1.73,2.34,4.1,5.51,44.32
2015-11-09,0.14,0.47,1.75,2.36,4.12,5.51,43.87
2015-11-10,0.13,0.51,1.72,2.32,4.11,5.5,44.23
2015-11-11,,,,,,,42.95
2015-11-12,0.14,0.51,1.73,2.32,4.11,5.51,41.74
2015-11-13,0.14,0.5,1.67,2.28,4.09,5.48,40.69
2015-11-16,0.15,0.5,1.66,2.27,4.11,5.51,41.68
2015-11-17,0.14,0.5,1.66,2.25,4.08,5.48,40.73
2015-11-18,0.12,0.49,1.69,2.27,4.08,5.48,40.75
2015-11-19,0.11,0.49,1.68,2.24,4.04,5.44,40.55
2015-11-20,0.12,0.49,1.7,2.26,4.04,5.46,39.39
2015-11-23,0.14,0.5,1.7,2.25,4.01,5.44,39.27
2015-11-24,0.16,0.52,1.66,2.24,4.01,5.44,40.89
2015-11-25,0.19,0.52,1.66,2.23,4.0,5.44,41.22
2015-11-26,,,,,,,
2015-11-27,0.18,0.5,1.64,2.22,4.0,5.44,40.57
2015-11-30,0.22,0.51,1.65,2.21,3.99,5.41,40.43
2015-12-01,0.21,0.51,1.59,2.15,3.92,5.36,40.58
2015-12-02,0.21,0.52,1.63,2.18,3.89,5.35,39.93
2015-12-03,0.21,0.57,1.74,2.33,4.06,5.51,41.08
2015-12-04,0.23,0.6,1.71,2.28,3.99,5.43,40.0
2015-12-07,0.29,0.67,1.67,2.23,3.95,5.38,37.64
2015-12-08,0.27,0.76,1.68,2.24,3.95,5.43,37.46
2015-12-09,0.26,0.72,1.64,2.22,3.96,5.4,37.16
2015-12-10,0.24,0.71,1.68,2.24,3.96,5.43,36.76
2015-12-11,0.23,0.68,1.56,2.13,3.91,5.37,35.65
2015-12-14,0.26,0.68,1.66,2.23,4.01,5.46,36.31
2015-12-15,0.25,0.69,1.71,2.28,4.0,5.49,37.32
2015-12-16,0.27,0.7,1.75,2.3,4.01,5.51,35.55
2015-12-17,0.23,0.69,1.73,2.24,3.94,5.45,34.98
2015-12-18,0.19,0.67,1.67,2.19,3.91,5.44,34.72
2015-12-21,0.24,0.64,1.67,2.2,3.93,5.47,34.55
2015-12-22,0.21,0.66,1.71,2.24,3.97,5.5,36.12
2015-12-23,0.2,0.65,1.74,2.27,3.99,5.53,36.76
2015-12-24,0.2,0.64,1.73,2.25,3.96,5.47,37.62
2015-12-25,,,,,,,
2015-12-28,0.23,0.66,1.73,2.24,3.93,5.45,36.36
2015-12-29,0.23,0.67,1.81,2.32,4.04,5.54,37.88
2015-12-30,0.21,0.64,1.8,2.31,4.03,5.54,36.59
2015-12-31,0.16,0.65,1.76,2.27,4.04,5.5,37.13
2016-01-01,,,,,,,
2016-01-04,0.22,0.61,1.73,2.24,4.03,5.48,36.81
2016-01-05,0.2,0.68,1.73,2.25,4.02,5.5,35.97
2016-01-06,0.21,0.67,1.65,2.18,3.94,5.44,33.97
2016-01-07,0.2,0.66,1.61,2.16,3.95,5.44,33.29
2016-01-08,0.2,0.64,1.57,2.13,3.95,5.44,33.2
2016-01-11,0.21,0.63,1.58,2.17,3.99,5.47,31.42
2016-01-12,0.21,0.62,1.55,2.12,3.92,5.41,30.42
2016-01-13,0.22,0.6,1.51,2.08,3.89,5.36,30.42
2016-01-14,0.25,0.55,1.52,2.1,3.96,5.46,31.22
2016-01-15,0.24,0.49,1.46,2.03,3.99,5.41,29.45
2016-01-18,,,,,,,
2016-01-19,0.26,0.48,1.49,2.06,4.0,5.41,28.47
2016-01-20,0.26,0.43,1.44,2.01,4.05,5.41,26.68
2016-01-21,0.28,0.44,1.44,2.02,4.06,5.47,29.55
2016-01-22,0.31,0.47,1.49,2.07,4.02,5.49,32.07
2016-01-25,0.31,0.47,1.47,2.03,4.04,5.47,30.31
2016-01-26,0.31,0.47,1.45,2.01,4.03,5.47,29.54
2016-01-27,0.32,0.47,1.43,2.02,4.07,5.48,32.32
2016-01-28,0.35,0.47,1.4,2.0,4.07,5.48,33.21
2016-01-29,0.33,0.47,1.33,1.94,4.05,5.42,33.66
2016-02-01,0.35,0.47,1.38,1.97,4.08,5.46,31.62
2016-02-02,0.34,0.54,1.28,1.87,4.01,5.36,29.9
2016-02-03,0.33,0.54,1.27,1.88,4.06,5.4,32.29
2016-02-04,0.29,0.52,1.25,1.87,4.0,5.4,31.63
2016-02-05,0.3,0.55,1.25,1.86,3.98,5.38,30.86
2016-02-08,0.32,0.51,1.16,1.75,3.87,5.28,29.71
2016-02-09,0.3,0.52,1.15,1.74,3.92,5.28,27.96
2016-02-10,0.31,0.52,1.15,1.71,3.92,5.27,27.54
2016-02-11,0.28,0.47,1.11,1.63,3.89,5.26,26.19
2016-02-12,0.3,0.51,1.2,1.74,3.98,5.34,29.32
2016-02-15,,,,,,,
2016-02-16,0.3,0.51,1.23,1.78,4.01,5.37,29.05
2016-02-17,0.3,0.53,1.26,1.81,4.05,5.43,30.68
2016-02-18,0.3,0.53,1.21,1.75,4.01,5.37,30.77
2016-02-19,0.31,0.53,1.24,1.76,3.96,5.32,29.59
2016-02-22,0.33,0.55,1.25,1.77,3.97,5.34,31.37
2016-02-23,0.32,0.55,1.23,1.74,3.93,5.32,31.84
2016-02-24,0.33,0.55,1.21,1.75,3.91,5.31,30.35
2016-02-25,0.32,0.56,1.16,1.71,3.85,5.27,31.4
2016-02-26,0.33,0.6,1.23,1.76,3.88,5.32,31.65
2016-02-29,0.33,0.62,1.22,1.74,3.84,5.29,32.74
2016-03-01,0.33,0.68,1.31,1.83,3.91,5.37,34.39
2016-03-02,0.36,0.67,1.34,1.84,3.9,5.34,34.57
2016-03-03,0.28,0.65,1.33,1.83,3.89,5.3,34.56
2016-03-04,0.29,0.67,1.38,1.88,3.92,5.31,35.91
2016-03-07,0.32,0.67,1.42,1.91,3.91,5.3,37.9
2016-03-08,0.29,0.68,1.34,1.83,3.85,5.21,36.67
2016-03-09,0.3,0.68,1.39,1.9,3.89,5.26,37.62
2016-03-10,0.32,0.69,1.45,1.93,3.88,5.23,37.77
2016-03-11,0.33,0.7,1.49,1.98,3.86,5.24,38.51
2016-03-14,0.34,0.7,1.49,1.97,3.82,5.19,37.2
2016-03-15,0.34,0.71,1.5,1.97,3.79,5.16,36.32
2016-03-16,0.31,0.66,1.41,1.94,3.81,5.16,38.43
2016-03-17,0.29,0.64,1.39,1.91,3.79,5.11,40.17
2016-03-18,0.3,0.62,1.34,1.88,3.77,5.05,39.47
2016-03-21,0.31,0.63,1.38,1.92,3.83,5.07,39.91
2016-03-22,0.3,0.64,1.42,1.94,3.79,5.04,41.45
2016-03-23,0.3,0.64,1.37,1.88,3.74,4.95,38.28
2016-03-24,0.3,0.63,1.39,1.91,3.77,4.97,38.14
2016-03-25,,,,,,,
2016-03-28,0.29,0.65,1.37,1.89,3.74,4.94,37.99
2016-03-29,0.23,0.63,1.29,1.81,3.71,4.9,36.91
2016-03-30,0.2,0.61,1.26,1.83,3.76,4.94,36.91
2016-03-31,0.21,0.59,1.21,1.78,3.72,4.9,36.94
2016-04-01,0.23,0.62,1.24,1.79,3.72,4.89,35.36
2016-04-04,0.23,0.59,1.22,1.78,3.71,4.88,34.3
2016-04-05,0.23,0.56,1.17,1.73,3.63,4.81,34.52
2016-04-06,0.23,0.55,1.2,1.76,3.64,4.84,37.74
2016-04-07,0.23,0.52,1.14,1.7,3.58,4.76,37.3
2016-04-08,0.23,0.54,1.16,1.72,3.61,4.79,39.74
2016-04-11,0.23,0.53,1.16,1.73,3.61,4.78,40.46
2016-04-12,0.22,0.54,1.22,1.79,3.65,4.82,42.12
2016-04-13,0.23,0.55,1.22,1.77,3.6,4.78,41.7
2016-04-14,0.22,0.55,1.26,1.8,3.62,4.79,41.45
2016-04-15,0.22,0.53,1.22,1.76,3.59,4.75,40.4
2016-04-18,0.22,0.52,1.24,1.78,3.61,4.77,39.74
2016-04-19,0.21,0.53,1.26,1.79,3.52,4.75,40.88
2016-04-20,0.23,0.54,1.32,1.85,3.57,4.78,42.72
2016-04-21,0.23,0.56,1.35,1.88,3.57,4.79,43.18
2016-04-22,0.23,0.56,1.37,1.89,3.59,4.78,42.76
