DATE,DGS3MO,DGS1,DGS5,DGS10,DAAA,DBAA,DCOILWTICO
2016-04-25,0.25,0.57,1.38,1.91,3.62,4.79,41.67
2016-04-26,0.24,0.61,1.4,1.94,3.65,4.79,42.52
2016-04-27,0.24,0.58,1.33,1.87,3.59,4.73,45.29
2016-04-28,0.22,0.56,1.28,1.84,3.63,4.73,46.03
2016-04-29,0.22,0.56,1.28,1.83,3.63,4.69,45.98
2016-05-02,0.22,0.55,1.32,1.88,3.68,4.74,44.75
2016-05-03,0.21,0.53,1.25,1.81,3.65,4.66,43.65
2016-05-04,0.19,0.52,1.23,1.79,3.66,4.64,43.77
2016-05-05,0.2,0.51,1.2,1.76,3.63,4.62,44.33
2016-05-06,0.19,0.51,1.23,1.79,3.67,4.66,44.58
2016-05-09,0.24,0.51,1.2,1.77,3.66,4.66,43.45
2016-05-10,0.24,0.52,1.2,1.77,3.65,4.66,44.68
2016-05-11,0.26,0.53,1.2,1.73,3.61,4.63,46.21
2016-05-12,0.27,0.54,1.24,1.75,3.64,4.66,46.64
2016-05-13,0.29,0.55,1.22,1.71,3.57,4.61,46.22
2016-05-16,0.28,0.57,1.26,1.75,3.62,4.65,47.72
2016-05-17,0.28,0.58,1.29,1.76,3.61,4.65,48.29
2016-05-18,0.3,0.63,1.41,1.87,3.71,4.74,48.12
2016-05-19,0.31,0.64,1.38,1.85,3.66,4.7,48.16
2016-05-20,0.33,0.67,1.38,1.85,3.67,4.71,47.67
2016-05-23,0.35,0.69,1.38,1.84,3.68,4.7,48.12
2016-05-24,0.35,0.69,1.41,1.86,3.68,4.71,48.04
2016-05-25,0.33,0.67,1.4,1.87,3.69,4.74,49.1
2016-05-26,0.31,0.65,1.35,1.83,3.63,4.69,49.0
2016-05-27,0.32,0.68,1.39,1.85,3.65,4.7,49.36
2016-05-30,,,,,,,
2016-05-31,0.34,0.68,1.37,1.84,3.63,4.68,49.1
2016-06-01,0.3,0.7,1.39,1.85,3.63,4.67,49.07
2016-06-02,0.29,0.68,1.36,1.81,3.59,4.64,49.14
2016-06-03,0.3,0.6,1.23,1.71,3.51,4.57,48.69
2016-06-06,0.28,0.6,1.25,1.73,3.54,4.59,49.71
2016-06-07,0.28,0.59,1.23,1.72,3.53,4.58,50.37
2016-06-08,0.24,0.6,1.23,1.71,3.52,4.56,51.23
2016-06-09,0.26,0.59,1.22,1.68,3.49,4.53,50.52
2016-06-10,0.26,0.57,1.17,1.64,3.48,4.5,49.09
2016-06-13,0.27,0.55,1.14,1.62,3.47,4.48,48.89
2016-06-14,0.27,0.55,1.15,1.62,3.45,4.5,48.49
2016-06-15,0.26,0.52,1.1,1.6,3.43,4.5,47.92
2016-06-16,0.27,0.53,1.1,1.57,3.43,4.47,46.14
2016-06-17,0.27,0.51,1.13,1.62,3.47,4.51,48.0
2016-06-20,0.28,0.56,1.17,1.67,3.5,4.54,49.4
2016-06-21,0.27,0.57,1.22,1.71,3.57,4.57,48.95
2016-06-22,0.27,0.56,1.2,1.69,3.56,4.55,49.16
2016-06-23,0.31,0.58,1.25,1.74,3.62,4.6,49.34
2016-06-24,0.27,0.48,1.08,1.57,3.55,4.55,46.7
2016-06-27,0.27,0.45,1.0,1.46,3.42,4.42,45.8
2016-06-28,0.26,0.45,1.0,1.46,3.42,4.41,47.93
2016-06-29,0.26,0.46,1.03,1.5,3.37,4.4,49.85
2016-06-30,0.26,0.45,1.01,1.49,3.39,4.41,48.27
2016-07-01,0.28,0.45,1.0,1.46,3.34,4.32,49.02
2016-07-04,,,,,,,
2016-07-05,0.28,0.44,0.94,1.37,3.22,4.2,46.73
2016-07-06,0.27,0.46,0.95,1.38,3.23,4.21,47.37
2016-07-07,0.29,0.47,0.97,1.4,3.22,4.19,45.22
2016-07-08,0.28,0.48,0.95,1.37,3.18,4.15,45.37
2016-07-11,0.31,0.5,1.03,1.43,3.22,4.18,44.73
2016-07-12,0.29,0.52,1.1,1.53,3.3,4.23,46.82
2016-07-13,0.31,0.51,1.07,1.48,3.24,4.17,44.87
2016-07-14,0.32,0.53,1.1,1.53,3.28,4.23,45.64
2016-07-15,0.32,0.52,1.15,1.6,3.33,4.26,45.93
2016-07-18,0.32,0.52,1.14,1.59,3.34,4.26,45.23
2016-07-19,0.31,0.56,1.12,1.56,3.31,4.23,44.64
2016-07-20,0.32,0.56,1.15,1.59,3.34,4.25,44.96
2016-07-21,0.32,0.54,1.11,1.57,3.35,4.25,43.96
2016-07-22,0.33,0.55,1.13,1.57,3.34,4.23,43.41
2016-07-25,0.32,0.55,1.15,1.58,3.3,4.23,42.4
2016-07-26,0.31,0.55,1.15,1.57,3.31,4.22,42.16
2016-07-27,0.31,0.53,1.1,1.52,3.29,4.19,41.9
2016-07-28,0.25,0.53,1.09,1.52,3.3,4.2,41.13
2016-07-29,0.28,0.5,1.03,1.46,3.25,4.17,41.54
2016-08-01,0.29,0.5,1.06,1.51,3.32,4.24,40.05
2016-08-02,0.29,0.5,1.07,1.55,3.37,4.3,39.5
2016-08-03,0.28,0.53,1.07,1.55,3.46,4.31,40.8
2016-08-04,0.26,0.51,1.03,1.51,3.42,4.27,41.92
2016-08-05,0.28,0.56,1.13,1.59,3.42,4.32,41.83
2016-08-08,0.31,0.57,1.15,1.59,3.41,4.3,43.06
2016-08-09,0.29,0.55,1.11,1.55,3.37,4.25,42.78
2016-08-10,0.28,0.55,1.07,1.5,3.3,4.21,41.75
2016-08-11,0.28,0.55,1.16,1.57,3.33,4.27,43.51
2016-08-12,0.29,0.56,1.1,1.51,3.28,4.22,44.47
2016-08-15,0.31,0.56,1.14,1.55,3.33,4.25,45.72
2016-08-16,0.27,0.57,1.16,1.57,3.34,4.27,46.57
2016-08-17,0.3,0.58,1.15,1.56,3.31,4.25,46.81
2016-08-18,0.3,0.58,1.12,1.53,3.28,4.23,48.2
2016-08-19,0.3,0.59,1.17,1.58,3.3,4.25,48.48
2016-08-22,0.29,0.58,1.15,1.55,3.25,4.2,46.8
2016-08-23,0.3,0.58,1.15,1.55,3.25,4.19,47.54
2016-08-24,0.31,0.59,1.13,1.56,3.25,4.2,46.29
2016-08-25,0.33,0.6,1.16,1.58,3.27,4.21,46.97
2016-08-26,0.34,0.62,1.23,1.62,3.3,4.25,47.64
2016-08-29,0.33,0.62,1.18,1.57,3.22,4.16,46.97
2016-08-30,0.33,0.61,1.18,1.57,3.24,4.19,46.32
2016-08-31,0.33,0.61,1.19,1.58,3.24,4.19,44.68
2016-09-01,0.33,0.6,1.18,1.57,3.24,4.19,43.17
2016-09-02,0.33,0.59,1.2,1.6,3.28,4.23,44.39
2016-09-05,,,,,,,
2016-09-06,0.32,0.56,1.13,1.55,3.25,4.19,44.85
2016-09-07,0.34,0.57,1.12,1.54,3.28,4.19,45.47
2016-09-08,0.35,0.57,1.19,1.61,3.36,4.28,47.63
2016-09-09,0.35,0.58,1.23,1.67,3.43,4.34,45.88
2016-09-12,0.37,0.57,1.21,1.68,3.43,4.36,46.28
2016-09-13,0.36,0.63,1.26,1.73,3.51,4.43,44.91
2016-09-14,0.33,0.62,1.21,1.7,3.5,4.4,43.62
2016-09-15,0.29,0.6,1.2,1.71,3.52,4.43,43.85
2016-09-16,0.3,0.61,1.21,1.7,3.51,4.41,43.04
2016-09-19,0.3,0.6,1.22,1.7,3.5,4.4,43.34
2016-09-20,0.3,0.61,1.2,1.69,3.5,4.39,43.85
2016-09-21,0.22,0.61,1.2,1.66,3.47,4.36,45.33
2016-09-22,0.18,0.6,1.18,1.63,3.44,4.32,46.1
2016-09-23,0.18,0.6,1.16,1.62,3.44,4.3,44.36
2016-09-26,0.25,0.58,1.13,1.59,3.43,4.29,45.6
2016-09-27,0.26,0.58,1.12,1.56,3.39,4.25,44.65
2016-09-28,0.27,0.6,1.13,1.57,3.39,4.26,47.07
2016-09-29,0.26,0.59,1.12,1.56,3.37,4.23,47.72
2016-09-30,0.29,0.59,1.14,1.6,3.44,4.29,47.72
2016-10-03,0.32,0.63,1.18,1.63,3.43,4.29,48.8
2016-10-04,0.33,0.64,1.22,1.69,3.49,4.35,48.67
2016-10-05,0.32,0.65,1.26,1.72,3.51,4.36,49.75
2016-10-06,0.33,0.65,1.28,1.75,3.53,4.36,50.44
2016-10-07,0.33,0.66,1.26,1.73,3.5,4.36,49.76
2016-10-10,,,,,,,49.76
2016-10-11,0.35,0.69,1.3,1.77,3.52,4.37,50.72
2016-10-12,0.37,0.68,1.31,1.79,3.51,4.39,50.14
2016-10-13,0.3,0.66,1.27,1.75,3.48,4.34,50.47
2016-10-14,0.32,0.66,1.28,1.8,3.56,4.43,50.35
2016-10-17,0.34,0.65,1.26,1.77,3.52,4.39,49.97
2016-10-18,0.34,0.66,1.24,1.75,3.48,4.37,50.3
2016-10-19,0.35,0.65,1.24,1.76,3.47,4.38,51.59
2016-10-20,0.35,0.66,1.26,1.76,3.46,4.35,50.31
2016-10-21,0.34,0.66,1.25,1.74,3.45,4.34,50.61
2016-10-24,0.33,0.66,1.27,1.77,3.48,4.36,50.18
2016-10-25,0.34,0.66,1.29,1.77,3.47,4.35,49.45
2016-10-26,0.33,0.67,1.3,1.79,3.52,4.39,48.75
2016-10-27,0.3,0.68,1.33,1.85,3.59,4.44,49.71
2016-10-28,0.3,0.66,1.33,1.86,3.64,4.46,48.72
2016-10-31,0.34,0.66,1.31,1.84,3.61,4.45,46.83
2016-11-01,0.35,0.65,1.3,1.83,3.6,4.44,46.66
2016-11-02,0.37,0.64,1.26,1.81,3.61,4.44,45.32
2016-11-03,0.38,0.64,1.26,1.82,3.65,4.49,44.66
2016-11-04,0.38,0.62,1.24,1.79,3.62,4.46,44.07
2016-11-07,0.41,0.63,1.29,1.83,3.67,4.49,44.88
2016-11-08,0.43,0.71,1.34,1.88,3.7,4.5,44.96
2016-11-09,0.45,0.72,1.49,2.07,3.85,4.73,45.2
2016-11-10,0.48,0.72,1.56,2.15,3.87,4.75,44.62
2016-11-11,,,,,,,43.39
2016-11-14,0.55,0.77,1.66,2.23,3.97,4.83,43.29
2016-11-15,0.51,0.78,1.68,2.23,3.91,4.82,45.86
2016-11-16,0.47,0.76,1.68,2.22,3.86,4.77,45.56
2016-11-17,0.44,0.77,1.73,2.29,3.96,4.83,45.37
2016-11-18,0.44,0.77,1.8,2.34,3.99,4.86,45.69
2016-11-21,0.46,0.78,1.79,2.33,4.0,4.85,47.48
2016-11-22,0.49,0.78,1.77,2.31,4.01,4.84,48.07
2016-11-23,0.51,0.8,1.83,2.36,4.02,4.85,46.72
2016-11-24,,,,,,,
2016-11-25,0.49,0.81,1.83,2.36,4.02,4.84,46.72
2016-11-28,0.48,0.79,1.8,2.32,3.98,4.79,45.66
2016-11-29,0.48,0.78,1.78,2.3,3.95,4.76,45.29
2016-11-30,0.48,0.8,1.83,2.37,4.01,4.82,49.41
2016-12-01,0.48,0.82,1.9,2.45,4.08,4.87,51.08
2016-12-02,0.49,0.8,1.84,2.4,4.03,4.82,51.7
2016-12-05,0.49,0.82,1.84,2.39,4.02,4.81,51.72
2016-12-06,0.49,0.83,1.84,2.39,4.04,4.83,50.95
2016-12-07,0.52,0.85,1.8,2.34,4.0,4.78,49.85
2016-12-08,0.51,0.84,1.83,2.4,4.05,4.83,50.84
2016-12-09,0.54,0.85,1.89,2.47,4.12,4.9,51.51
2016-12-12,0.51,0.85,1.9,2.49,4.11,4.9,52.74
2016-12-13,0.54,0.88,1.92,2.48,4.09,4.87,52.99
2016-12-14,0.55,0.92,2.02,2.54,4.08,4.86,51.01
2016-12-15,0.51,0.91,2.1,2.6,4.07,4.84,50.9
2016-12-16,0.51,0.91,2.07,2.6,4.11,4.88,51.93
2016-12-19,0.52,0.9,2.03,2.54,4.05,4.82,52.13
2016-12-20,0.52,0.9,2.06,2.57,4.09,4.85,52.22
2016-12-21,0.52,0.88,2.04,2.55,4.05,4.81,51.44
2016-12-22,0.51,0.87,2.04,2.55,4.06,4.82,51.98
2016-12-23,0.52,0.87,2.04,2.55,4.04,4.8,52.01
2016-12-26,,,,,,,
2016-12-27,0.51,0.89,2.07,2.57,4.07,4.82,52.82
2016-12-28,0.53,0.9,2.02,2.51,4.01,4.77,54.01
2016-12-29,0.47,0.85,1.96,2.49,4.01,4.76,53.8
2016-12-30,0.51,0.85,1.93,2.45,3.98,4.73,53.75
2017-01-02,,,,,,,
2017-01-03,0.53,0.89,1.94,2.45,3.94,4.72,52.36
2017-01-04,0.53,0.87,1.94,2.46,3.93,4.71,53.26
2017-01-05,0.52,0.83,1.86,2.37,3.85,4.62,53.77
2017-01-06,0.53,0.85,1.92,2.42,3.91,4.66,53.98
2017-01-09,0.5,0.82,1.89,2.38,3.88,4.62,51.95
2017-01-10,0.52,0.82,1.89,2.38,3.87,4.62,50.82
2017-01-11,0.52,0.82,1.89,2.38,3.84,4.6,52.19
2017-01-12,0.52,0.81,1.87,2.36,3.86,4.61,53.01
2017-01-13,0.53,0.82,1.9,2.4,3.9,4.63,52.36
2017-01-16,,,,,,,
2017-01-17,0.55,0.8,1.84,2.33,3.84,4.59,52.45
2017-01-18,0.53,0.82,1.93,2.42,3.91,4.64,51.12
2017-01-19,0.52,0.83,1.97,2.47,3.95,4.68,51.39
2017-01-20,0.5,0.82,1.95,2.48,3.97,4.69,52.33
2017-01-23,0.51,0.79,1.88,2.41,3.91,4.62,52.77
2017-01-24,0.51,0.81,1.94,2.47,3.96,4.69,52.38
2017-01-25,0.5,0.82,1.99,2.53,4.02,4.74,52.14
2017-01-26,0.51,0.82,1.95,2.51,4.0,4.71,53.24
2017-01-27,0.52,0.82,1.94,2.49,3.95,4.68,53.18
2017-01-30,0.51,0.81,1.94,2.49,3.95,4.7,52.63
2017-01-31,0.52,0.84,1.9,2.45,3.99,4.68,52.75
2017-02-01,0.51,0.83,1.93,2.48,4.01,4.71,53.9
2017-02-02,0.52,0.84,1.92,2.48,4.0,4.71,53.55
2017-02-03,0.51,0.82,1.93,2.49,4.04,4.73,53.81
2017-02-06,0.53,0.79,1.86,2.42,3.97,4.67,53.01
2017-02-07,0.53,0.8,1.85,2.4,3.96,4.64,52.19
2017-02-08,0.54,0.79,1.81,2.34,3.91,4.59,52.37
2017-02-09,0.54,0.8,1.88,2.4,3.94,4.64,52.99
2017-02-10,0.55,0.81,1.89,2.41,3.97,4.64,53.84
2017-02-13,0.52,0.82,1.92,2.43,3.98,4.66,52.96
2017-02-14,0.54,0.84,1.98,2.47,4.0,4.68,53.21
2017-02-15,0.54,0.86,2.01,2.51,4.01,4.7,53.11
2017-02-16,0.53,0.82,1.95,2.45,3.98,4.65,53.41
2017-02-17,0.53,0.82,1.92,2.42,3.95,4.63,53.41
2017-02-20,,,,,,,
2017-02-21,0.53,0.83,1.93,2.43,3.95,4.63,54.02
2017-02-22,0.52,0.82,1.92,2.42,3.94,4.63,53.61
2017-02-23,0.51,0.81,1.87,2.38,3.91,4.61,54.48
2017-02-24,0.52,0.8,1.8,2.31,3.85,4.54,53.99
2017-02-27,0.5,0.81,1.87,2.36,3.87,4.57,54.04
2017-02-28,0.53,0.88,1.89,2.36,3.84,4.55,54.0
2017-03-01,0.63,0.92,1.99,2.46,3.95,4.64,53.82
2017-03-02,0.67,0.98,2.03,2.49,3.95,4.65,52.63
2017-03-03,0.71,0.98,2.02,2.49,3.95,4.65,53.33
2017-03-06,0.74,0.97,2.02,2.49,3.98,4.66,53.19
2017-03-07,0.76,1.02,2.05,2.52,4.0,4.67,52.68
2017-03-08,0.73,1.03,2.08,2.57,4.07,4.72,49.83
2017-03-09,0.73,1.04,2.13,2.6,4.11,4.77,48.75
2017-03-10,0.75,1.03,2.11,2.58,4.11,4.76,48.05
2017-03-13,0.79,1.06,2.14,2.62,4.13,4.79,47.95
2017-03-14,0.78,1.06,2.13,2.6,4.13,4.78,47.24
2017-03-15,0.73,1.02,2.02,2.51,4.07,4.71,48.34
2017-03-16,0.73,1.01,2.05,2.53,4.08,4.74,48.3
2017-03-17,0.73,1.0,2.03,2.5,4.06,4.72,48.34
2017-03-20,0.76,1.01,2.0,2.47,4.03,4.7,47.79
2017-03-21,0.77,1.0,1.96,2.43,3.99,4.66,47.02
2017-03-22,0.77,0.99,1.95,2.4,3.96,4.63,47.29
2017-03-23,0.76,0.99,1.95,2.41,3.97,4.65,47.0
2017-03-24,0.78,1.0,1.93,2.4,3.94,4.62,47.3
2017-03-27,0.78,1.0,1.93,2.38,3.92,4.61,47.02
2017-03-28,0.78,1.03,1.97,2.42,3.95,4.64,48.36
2017-03-29,0.78,1.04,1.93,2.39,3.92,4.62,49.47
2017-03-30,0.78,1.03,1.96,2.42,3.94,4.65,50.3
2017-03-31,0.76,1.03,1.93,2.4,3.94,4.64,50.54
2017-04-03,0.79,1.02,1.88,2.35,3.91,4.61,50.25
2017-04-04,0.79,1.03,1.88,2.36,3.93,4.62,50.99
2017-04-05,0.8,1.03,1.85,2.34,3.94,4.63,51.14
2017-04-06,0.79,1.05,1.87,2.34,3.92,4.61,51.69
2017-04-07,0.82,1.08,1.92,2.38,3.93,4.62,52.25
2017-04-10,0.82,1.07,1.91,2.37,3.91,4.61,53.06
2017-04-11,0.82,1.05,1.84,2.32,3.85,4.56,53.38
2017-04-12,0.81,1.04,1.81,2.28,3.85,4.56,53.12
2017-04-13,0.81,1.03,1.77,2.24,3.83,4.52,53.19
2017-04-14,,,,,,,
2017-04-17,0.83,1.04,1.79,2.26,3.86,4.55,52.62
2017-04-18,0.82,1.02,1.71,2.18,3.77,4.47,52.46
2017-04-19,0.81,1.02,1.74,2.21,3.8,4.5,50.49
2017-04-20,0.79,1.01,1.78,2.24,3.82,4.52,50.26
2017-04-21,0.79,0.99,1.77,2.24,3.83,4.53,49.64
2017-04-24,0.81,1.03,1.81,2.28,3.85,4.56,48.9
2017-04-25,0.82,1.09,1.87,2.35,3.89,4.61,49.22
2017-04-26,0.83,1.07,1.84,2.32,3.88,4.59,49.22
2017-04-27,0.81,1.06,1.81,2.3,3.87,4.58,48.96
2017-04-28,0.8,1.07,1.81,2.29,3.85,4.57,49.31
2017-05-01,0.83,1.09,1.84,2.33,3.92,4.62,48.83
2017-05-02,0.82,1.08,1.81,2.29,3.88,4.59,47.65
2017-05-03,0.85,1.1,1.86,2.33,3.85,4.56,47.79
2017-05-04,0.86,1.11,1.88,2.36,3.89,4.61,45.55
2017-05-05,0.9,1.1,1.89,2.36,3.9,4.6,46.23
2017-05-08,0.91,1.12,1.91,2.39,3.92,4.62,46.46
2017-05-09,0.91,1.14,1.94,2.42,3.94,4.64,45.84
2017-05-10,0.9,1.13,1.94,2.41,3.94,4.63,47.28
2017-05-11,0.89,1.13,1.93,2.39,3.92,4.63,47.81
2017-05-12,0.88,1.11,1.85,2.33,3.86,4.58,47.83
2017-05-15,0.9,1.11,1.86,2.34,3.87,4.59,48.86
2017-05-16,0.9,1.11,1.86,2.33,3.85,4.57,48.64
2017-05-17,0.9,1.08,1.76,2.22,3.77,4.48,49.04
2017-05-18,0.93,1.09,1.78,2.23,3.78,4.49,49.36
2017-05-19,0.92,1.1,1.79,2.23,3.8,4.49,50.32
2017-05-22,0.93,1.12,1.8,2.25,3.81,4.49,50.81
2017-05-23,0.92,1.14,1.84,2.29,3.84,4.51,51.12
2017-05-24,0.93,1.18,1.79,2.26,3.83,4.51,50.99
2017-05-25,0.94,1.16,1.78,2.25,3.82,4.49,48.57
2017-05-26,0.94,1.17,1.79,2.25,3.81,4.49,49.58
2017-05-29,,,,,,,
2017-05-30,0.93,1.16,1.76,2.21,3.78,4.46,49.63
2017-05-31,0.98,1.17,1.75,2.21,3.75,4.44,48.29
2017-06-01,0.98,1.16,1.76,2.21,3.76,4.45,48.32
2017-06-02,0.98,1.16,1.71,2.15,3.7,4.39,47.68
2017-06-05,0.96,1.16,1.74,2.18,3.72,4.42,47.4
2017-06-06,0.97,1.16,1.71,2.14,3.69,4.39,48.13
2017-06-07,1.0,1.17,1.74,2.18,3.73,4.41,45.8
2017-06-08,1.01,1.19,1.75,2.19,3.74,4.42,45.68
2017-06-09,1.01,1.2,1.77,2.21,3.74,4.42,45.82
2017-06-12,0.98,1.19,1.78,2.21,3.76,4.43,46.1
2017-06-13,1.0,1.22,1.79,2.21,3.76,4.42,46.41
2017-06-14,1.01,1.2,1.74,2.15,3.66,4.34,44.79
2017-06-15,1.02,1.21,1.76,2.16,3.67,4.34,44.47
2017-06-16,1.03,1.21,1.75,2.16,3.67,4.35,44.73
2017-06-19,1.02,1.22,1.8,2.19,3.67,4.36,44.24
2017-06-20,1.01,1.22,1.77,2.16,3.61,4.32,43.34
2017-06-21,0.99,1.22,1.78,2.16,3.6,4.31,42.48
2017-06-22,0.96,1.22,1.76,2.15,3.6,4.31,42.53
2017-06-23,0.97,1.21,1.77,2.15,3.6,4.3,42.86
2017-06-26,0.99,1.2,1.77,2.14,3.58,4.29,43.24
2017-06-27,1.0,1.22,1.83,2.21,3.62,4.33,44.25
2017-06-28,1.02,1.21,1.81,2.22,3.66,4.36,44.74
2017-06-29,1.04,1.23,1.85,2.27,3.68,4.38,44.88
2017-06-30,1.03,1.24,1.89,2.31,3.71,4.4,46.02
2017-07-03,1.06,1.24,1.93,2.35,3.72,4.42,
2017-07-04,,,,,,,
2017-07-05,1.05,1.24,1.92,2.33,3.72,4.41,45.11
2017-07-06,1.04,1.23,1.94,2.37,3.75,4.44,45.52
2017-07-07,1.05,1.22,1.95,2.39,3.79,4.47,44.25
2017-07-10,1.04,1.23,1.93,2.38,3.78,4.46,44.4
2017-07-11,1.05,1.2,1.92,2.37,3.74,4.45,45.06
2017-07-12,1.05,1.21,1.88,2.33,3.72,4.42,45.48
2017-07-13,1.05,1.23,1.89,2.35,3.75,4.44,46.06
2017-07-14,1.04,1.22,1.87,2.33,3.71,4.42,46.53
2017-07-17,1.07,1.22,1.86,2.31,3.69,4.4,46.02
2017-07-18,1.07,1.19,1.82,2.27,3.65,4.35,46.4
2017-07-19,1.11,1.23,1.83,2.27,3.65,4.34,47.1
2017-07-20,1.15,1.22,1.82,2.27,3.63,4.32,46.73
2017-07-21,1.16,1.22,1.81,2.24,3.61,4.29,45.78
2017-07-24,1.17,1.23,1.83,2.26,3.61,4.32,46.21
2017-07-25,1.18,1.24,1.9,2.33,3.69,4.38,47.77
2017-07-26,1.13,1.23,1.83,2.29,3.68,4.36,48.58
2017-07-27,1.11,1.22,1.84,2.32,3.71,4.39,49.05
2017-07-28,1.08,1.22,1.83,2.3,3.68,4.35,49.72
2017-07-31,1.07,1.23,1.84,2.3,3.68,4.36,50.21
2017-08-01,1.08,1.22,1.8,2.26,3.64,4.32,49.19
2017-08-02,1.08,1.24,1.82,2.27,3.63,4.32,49.6
2017-08-03,1.08,1.22,1.79,2.24,3.6,4.29,49.03
2017-08-04,1.08,1.23,1.82,2.27,3.65,4.32,49.57
2017-08-07,1.02,1.22,1.81,2.26,3.65,4.32,49.37
2017-08-08,1.06,1.24,1.84,2.29,3.68,4.36,49.07
2017-08-09,1.06,1.21,1.81,2.24,3.63,4.33,49.59
2017-08-10,1.05,1.22,1.78,2.2,3.62,4.31,48.54
2017-08-11,1.03,1.21,1.74,2.19,3.63,4.31,48.81
2017-08-14,1.02,1.23,1.77,2.22,3.65,4.33,47.59
2017-08-15,1.04,1.23,1.83,2.27,3.68,4.36,47.57
2017-08-16,1.02,1.24,1.79,2.23,3.64,4.32,46.8
2017-08-17,1.0,1.24,1.76,2.19,3.64,4.3,47.07
2017-08-18,1.02,1.24,1.77,2.19,3.64,4.31,48.59
2017-08-21,1.0,1.23,1.76,2.18,3.62,4.3,47.39
2017-08-22,1.0,1.24,1.8,2.22,3.66,4.32,47.65
2017-08-23,1.0,1.22,1.76,2.17,3.62,4.29,48.45
2017-08-24,1.02,1.23,1.78,2.19,3.64,4.31,47.24
2017-08-25,1.03,1.23,1.77,2.17,3.62,4.29,47.65
2017-08-28,0.98,1.24,1.74,2.16,3.62,4.29,46.4
2017-08-29,1.03,1.23,1.7,2.13,3.62,4.28,46.46
2017-08-30,1.03,1.23,1.72,2.15,3.62,4.29,45.96
2017-08-31,1.01,1.23,1.7,2.12,3.59,4.26,47.26
2017-09-01,1.02,1.24,1.73,2.16,3.64,4.31,47.32
2017-09-04,,,,,,,
2017-09-05,1.03,1.23,1.65,2.07,3.57,4.23,48.63
2017-09-06,1.07,1.24,1.69,2.1,3.61,4.27,49.13
2017-09-07,1.05,1.21,1.63,2.05,3.6,4.22,49.1
2017-09-08,1.04,1.22,1.64,2.06,3.6,4.23,47.44
2017-09-11,1.05,1.24,1.71,2.14,3.65,4.29,48.06
2017-09-12,1.03,1.27,1.75,2.17,3.66,4.33,48.21
2017-09-13,1.04,1.27,1.78,2.2,3.67,4.33,49.3
2017-09-14,1.05,1.28,1.79,2.2,3.65,4.31,49.86
2017-09-15,1.05,1.3,1.81,2.2,3.63,4.3,49.9
2017-09-18,1.05,1.3,1.83,2.23,3.67,4.33,49.88
2017-09-19,1.04,1.31,1.84,2.24,3.67,4.33,49.54
2017-09-20,1.04,1.32,1.89,2.28,3.67,4.34,50.29
2017-09-21,1.04,1.31,1.89,2.27,3.62,4.32,50.58
2017-09-22,1.03,1.3,1.88,2.26,3.62,4.31,50.33
2017-09-25,1.05,1.3,1.85,2.22,3.58,4.28,51.85
2017-09-26,1.06,1.31,1.87,2.24,3.58,4.28,51.59
2017-09-27,1.07,1.33,1.91,2.31,3.64,4.37,52.14
2017-09-28,1.06,1.31,1.89,2.31,3.64,4.36,51.62
2017-09-29,1.06,1.31,1.92,2.33,3.62,4.33,51.67
2017-10-02,1.01,1.31,1.94,2.34,3.61,4.33,50.59
2017-10-03,1.07,1.32,1.92,2.33,3.61,4.33,50.44
2017-10-04,1.08,1.33,1.92,2.33,3.59,4.34,50.0
2017-10-05,1.07,1.35,1.94,2.35,3.61,4.35,50.79
2017-10-06,1.07,1.35,1.97,2.37,3.63,4.35,49.34
2017-10-09,,,,,3.63,4.34,49.58
2017-10-10,1.08,1.42,1.95,2.35,3.61,4.32,50.93
2017-10-11,1.1,1.4,1.95,2.35,3.6,4.32,51.3
2017-10-12,1.09,1.41,1.95,2.33,3.58,4.3,50.61
2017-10-13,1.09,1.39,1.91,2.28,3.54,4.25,51.43
2017-10-16,1.1,1.42,1.95,2.3,3.56,4.27,51.86
2017-10-17,1.09,1.41,1.97,2.3,3.54,4.25,51.87
2017-10-18,1.09,1.42,1.99,2.34,3.58,4.29,52.05
2017-10-19,1.1,1.41,1.98,2.33,3.55,4.27,51.29
2017-10-20,1.11,1.43,2.03,2.39,3.6,4.33,51.63
2017-10-23,1.09,1.42,2.01,2.38,3.6,4.32,51.91
2017-10-24,1.12,1.43,2.05,2.42,3.63,4.34,52.32
2017-10-25,1.12,1.43,2.06,2.44,3.64,4.37,51.97
2017-10-26,1.11,1.43,2.07,2.46,3.65,4.37,52.41
2017-10-27,1.1,1.42,2.03,2.42,3.63,4.35,53.92
2017-10-30,1.12,1.42,2.0,2.37,3.58,4.29,54.11
2017-10-31,1.15,1.43,2.01,2.38,3.58,4.29,54.36
2017-11-01,1.18,1.46,2.01,2.37,3.56,4.29,54.32
2017-11-02,1.17,1.46,2.0,2.35,3.53,4.26,54.55
2017-11-03,1.18,1.49,1.99,2.34,3.53,4.25,55.63
2017-11-06,1.19,1.5,1.99,2.32,3.51,4.24,57.34
2017-11-07,1.22,1.49,1.99,2.32,3.5,4.22,57.19
2017-11-08,1.23,1.53,2.01,2.32,3.57,4.24,56.82
2017-11-09,1.24,1.53,2.01,2.33,3.6,4.26,57.16
2017-11-10,1.23,1.54,2.06,2.4,,,56.75
2017-11-13,1.24,1.55,2.08,2.4,3.69,4.33,56.77
2017-11-14,1.26,1.55,2.06,2.38,3.66,4.31,55.67
